val_loss,val_accuracy,loss,accuracy,lr
1.5950908660888672,0.375,2.919261395931244,0.53125,0.0005000000237487257
1.375359058380127,0.53125,1.479044109582901,0.515625,0.0005000000237487257
0.39955848455429077,0.78125,0.9456110671162605,0.6171875,0.0005000000237487257
0.33867505192756653,0.875,0.45409657061100006,0.8203125,0.0005000000237487257
0.21027234196662903,0.90625,0.34336601942777634,0.859375,0.0005000000237487257
0.12397614121437073,0.9375,0.20057994313538074,0.90625,0.0005000000237487257
0.1408112794160843,0.96875,0.10370734753087163,0.953125,0.0005000000237487257
0.14752942323684692,0.96875,0.0997646376490593,0.9609375,0.0005000000237487257
0.12890255451202393,0.96875,0.08480281475931406,0.96875,0.0005000000237487257
0.11124247312545776,0.9375,0.06520665856078267,0.9609375,0.0005000000237487257
